,Ortho,Phono,Length,LogFreq,meanRT
11289,elephantine,El@fantIn,11,3.87,936.0625
11290,elephants,El@f@nts,9,7.19,602.8
11291,elevate,El@vet,7,6.46,661.8125
11292,elevated,El@vet@d,8,7.49,687.1071429
11293,elevates,El@vets,8,5.32,741.6551724
11294,elevation,El@veSn,9,7.53,714.0689655
11295,elevator,El@vet#,8,8.08,590.5714286
11296,eleven,IlEvn,6,8.05,623.9666667
11297,eleventh,IlEvnT,8,6.41,684.862069
11298,elf,Elf,3,8.89,569.516129
11299,elfin,ElfIn,5,4.47,694.75
11300,elicit,IlIs@t,6,6.49,685
11301,elicitation,IlIs@teSn,11,3.78,1049.608696
11302,elicited,IlIs@t@d,8,5.57,755.8965517
11303,elicits,IlIs@ts,7,4.66,796.3793103
11304,eligibility,ElIJ@bIl@ti,11,7.41,756.8461538
11305,eligible,ElIJ@bL,8,8.54,690
11306,Elijah,Il!J@,6,6.65,711.3571429
11307,eliminate,IlIm@net,9,9.38,872.3870968
11308,eliminated,IlIm@net@d,10,8.68,666.1428571
11309,eliminates,IlIm@nets,10,7.65,680.1428571
11310,eliminating,IlIm@netIN,11,8.16,749.5806452
11311,elimination,IlIm@neSn,11,8.07,688.9
11312,eliminations,IlIm@neSnz,12,4.51,763.7931034
11313,elite,Ilit,5,9.01,641.2222222
11314,elitism,IlitIzm,7,6.09,888.2916667
11315,elitist,IlitIst,7,7.49,1062.217391
11316,elixir,IlIks#,6,5.19,726.36
11317,Elizabeth,IlIz@b@T,9,9.18,644.7142857
11318,Elizabethan,IlIz@biT@n,11,5.43,701.3
11319,Elizabethans,IlIz@biT@nz,12,1.95,900.4782609
11320,elk,Elk,3,7.08,590.7407407
11321,elks,Elks,4,4.52,675
11322,Ellen,El@n,5,8.53,616.7
11323,Elliott,Eli@t,7,8.05,685.2903226
11324,ellipse,IlIps,7,5.76,623.0909091
11325,ellipses,IlIps@z,8,5.26,729.5
11326,ellipsis,IlIpsIs,8,5.15,883.0344828
11327,ellipsoid,IlIpsYd,9,4.42,1159.8
11328,ellipsoids,IlIpsYdz,10,3.33,1353.111111
11329,elliptical,IlIptIkL,10,6.06,845.9230769
11330,elm,Elm,3,8.42,557.8709677
11331,Elmer,Elm#,5,7.49,640.8928571
11332,Elmira,Elm!r@,6,5.42,859.5833333
11333,elms,Elmz,4,4.91,676.7586207
11334,elocution,El@kjuSn,9,3.78,1294.692308
11335,elongate,IlONget,8,4.67,769.2307692
11336,elongated,IlONget@d,9,5.82,706.5172414
11337,elongation,ilONgeSn,10,5.82,779.1111111
11338,elope,Ilop,5,4.44,573.1071429
11339,eloped,Ilopt,6,3.69,742.9393939
11340,elopement,Ilopm@nt,9,2.48,945.9666667
11341,eloquence,El@kw@ns,9,5.83,746.84
11342,eloquent,El@kw@nt,8,6.79,697.5517241
11343,else,Els,4,12.08,560.5185185
11344,elsewhere,ElshwEr,9,9.83,694.9354839
11345,elucidate,IlusIdet,9,5.55,993.3333333
11346,elucidated,IlusIdet@d,10,5.6,1089.416667
11347,elucidation,IlusIdeSn,11,5.3,1033.368421
11348,elude,Ilud,5,5.67,820.9032258
11349,eluded,Ilut@d,6,5.66,633.7407407
11350,eludes,Iludz,6,5.8,668.0344828
11351,eluding,IlutIN,7,4.64,613.4285714
11352,elusion,IluZn,7,0.69,658.625
11353,elusive,IlusIv,7,7.09,682.0740741
11354,elusiveness,@lusIvn@s,11,1.79,835.962963
11355,elusory,Ilus#i,7,0,846.125
11356,Elvis,ElvIs,5,8.56,586.862069
11357,emaciate,Imesiet,8,0.69,1241.136364
11358,emaciated,Imesiet@d,9,4.95,874.9090909
11359,emaciation,ImesieSn,10,2.2,1041.8125
11360,emanated,Em@net@d,8,5.15,1245.842105
11361,emanating,Em@netIN,9,6.27,1045.538462
11362,emanation,Em@neSn,9,3.74,1154.52381
11363,emanations,Em@neSnz,10,4.65,1190.882353
11364,emancipate,Imans@pet,10,4.33,844.32
11365,emancipated,Imans@pet@d,11,4.68,833.8461538
11366,emancipation,Imans@peSn,12,6.24,926.1428571
11367,emancipator,Imans@pet#,11,3.04,908
11368,emasculate,Imaskj@let,10,4.03,992.6538462
11369,emasculated,Imaskj@let@d,11,4.41,956.3448276
11370,emasculation,Imaskj@leSn,12,3.3,1196.318182
11371,embalm,ImbAm,6,2.2,760.8214286
11372,embalmment,ImbAmm@nt,10,0.69,870.12
11373,embank,ImbaNk,6,0,670.5357143
11374,embankment,ImbaNkm@nt,10,4.96,884.5333333
11375,embargo,ImbArgo,7,8.08,666
11376,embark,ImbArk,6,6.15,634.5
11377,embarkation,EmbArkeSn,11,3.58,895.95
11378,embarked,ImbArkt,8,6.04,611.2413793
11379,embarrass,Imbar@s,9,6.6,731.4
11380,embarrassed,Imbar@st,11,8,648.8387097
11381,embarrassing,Imbar@sIN,12,7.73,657.5925926
11384,embassies,Emb@siz,9,6.25,749.75
11385,embassy,Emb@si,7,8.41,687.7142857
11386,embattled,ImbatLd,9,5,754.6296296
11387,embed,ImbEd,5,6.6,800.2
11388,embedded,ImbEt@d,8,9.08,678.6451613
11389,embellish,ImbElIS,9,4.74,681.862069
11390,embellished,ImbElISt,11,4.96,745.2142857
11392,ember,Emb#,5,6.39,680.2413793
11393,embezzle,ImbEzL,8,3.04,717.3
11394,embezzlement,ImbEzLm@nt,12,5.28,730.4285714
11395,embezzling,ImbEzLIN,10,4.17,716.1
11396,embitter,ImbIt#,8,1.79,764.2608696
11397,embittered,ImbIt#d,10,5.12,732.2962963
11398,emblazon,Imblezn,8,1.79,854.9166667
11399,emblem,Embl@m,6,6.36,686.8076923
11400,emblematic,Embl@matIk,10,3.91,1081.1
11401,embodied,ImbAtid,8,6.79,802.5517241
11402,embodies,ImbAtiz,8,5.92,692.1785714
11403,embodiment,ImbAtIm@nt,10,6.1,943.4166667
11404,embodiments,ImbAtIm@nts,11,3.83,852.1111111
11405,embody,ImbAti,6,6.47,774.4827586
11406,embodying,ImbAtiIN,9,4.72,773.7307692
11407,embolden,Imboldn,8,3.43,840.56
11408,emboldened,Imboldnd,10,5.02,965.3636364
11409,embolism,Emb@lIzm,8,4.22,879.9130435
11410,emboss,ImbOs,6,3.56,607.2142857
11411,embossed,ImbOst,8,6.49,769.4074074
11412,embrace,Imbres,7,8.06,623.9310345
11413,embraced,Imbrest,8,7.21,631.1724138
11414,embraces,Imbres@z,8,6.17,662.5172414
11415,embracing,ImbresIN,9,6.52,680.1428571
11416,embroider,ImbrYt#,9,3.71,870.6071429
11417,embroidered,ImbrYt#d,11,5.88,836.25
11418,embroideries,EmbrYd#iz,12,4.06,884.9
11419,embroidery,ImbrYt#i,10,6.83,818.1333333
11420,embroil,ImbrYl,7,2.64,686.5
11421,embroiled,ImbrYld,9,5.39,718.8888889
11422,embryo,Embrio,6,7.35,872.7419355
11423,embryonic,EmbriAnIk,9,5.56,975
11424,emcee,Emsi,5,3.95,860.1
11425,emerald,Em#r@ld,7,8.74,692.8965517
11426,emeralds,Em#r@ldz,8,5.07,694.2413793
11427,emerge,Im#J,6,7.71,610.4285714
11428,emerged,Im#Jd,7,7.83,751.037037
11429,emergence,Im#J@ns,9,7.26,816.53125
11430,emergencies,Im#J@nsiz,11,6.89,730.7931034
11431,emergency,Im#J@nsi,9,9.5,651.3333333
11432,emergent,Im#J@nt,8,6.05,768.44
11433,emerges,Im#J@z,7,6.82,722.0416667
11434,emerging,Im#JIN,8,8.67,673.7586207
11435,emeritus,ImEr@t@s,8,6.66,895.8461538
11436,emery,Em#ri,5,6.69,898.7857143
11437,emigrant,Em@gr@nt,8,4.84,934.8928571
11438,emigrate,Em@gret,8,5.79,712.6923077
11439,emigrated,Em@gret@d,9,6.57,868.9642857
11440,emigrating,Em@gretIN,10,4.64,982.9310345
11441,emigration,Em@greSn,10,5.93,889.1111111
11442,eminence,Em@n@ns,8,4.93,862.5
11443,eminent,Em@n@nt,7,6.64,944.8461538
11444,eminently,Em@n@ntli,9,5.96,887.9090909
11445,emir,EmIr,4,5.16,847
11446,emissaries,Em@sEriz,10,4.74,991.3684211
11447,emissary,Em@sEri,8,6.47,885.5555556
11448,emission,ImISn,8,7.51,760.8387097
11449,emit,ImIt,4,7.04,724.8148148
11450,emitted,ImIt@d,7,6.9,722.2068966
11451,emitting,ImItIN,8,6.34,754.9333333
11452,Emma,Em@,4,7.59,658.3928571
11453,Emmanuel,Imanju@l,8,6.83,718.1724138
11454,emollient,ImAlj@nt,9,1.61,1003.090909
11455,emote,Imot,5,4.04,682.0769231
11456,emotion,ImoSn,7,8.42,621.2857143
11457,emotional,ImoSn@l,9,9.38,675.7307692
11458,emotionalism,ImoSn@lIzm,12,4.79,802.8148148
11459,emotionality,ImoSnal@ti,12,3.4,763.9
11460,emotionally,ImoSn@li,11,8.17,743
11461,emotionless,ImoSnl@s,11,4.88,760.5357143
11462,emotions,ImoSnz,8,8.65,656.4666667
11463,emotive,ImotIv,7,5.39,768.8888889
11464,empathy,Emp@Ti,7,7.68,666.7419355
11465,emperor,Emp#r#,7,8.54,705.5384615
11466,emperors,Emp#r#z,8,6.27,685.5517241
11467,emphases,Emf@siz,8,4.91,832.1363636
11468,emphasis,Emf@sIs,8,9.23,672.6153846
11469,emphasize,Emf@s!z,9,8.09,704.3103448
11470,emphasized,Emf@s!zd,10,7.53,687.6666667
11471,emphasizes,Emf@s!z@z,10,7.01,661
11472,emphasizing,Emf@s!zIN,11,6.92,712.1935484
11473,emphatic,ImfatIk,8,5.85,1007.740741
11474,emphatically,ImfatIkli,12,6.56,873.0833333
11475,emphysema,EmfIsim@,9,4.74,1131.636364
11476,empire,Emp!r,6,9.69,640.8333333
11477,empires,Emp!rz,7,8.87,723.9259259
11478,empiric,ImpIrIk,7,3.43,892.9230769
11479,empirical,ImpIrIkL,9,7.89,768.6
11480,empirically,ImpIrIkli,11,6.47,833.96
11481,empiricism,ImpIr@sIzm,10,5.44,1080.761905
11482,empiricist,ImpIr@sIst,10,4.77,945.3181818
11483,employ,ImplY,6,8.18,668.0357143
11484,employable,ImplY@bL,10,4.6,821.5333333
11485,employed,ImplYd,8,8.83,683.6896552
11486,employee,ImplYi,8,9.31,705.0666667
11487,employees,ImplYiz,9,9.9,657.8571429
11488,employer,ImplY#,8,10.23,764.8275862
11489,employers,ImplY#z,9,9.48,679
11490,employing,ImplYIN,9,7.31,668.8666667
11491,employment,ImplYm@nt,10,10.04,750.9354839
11492,employs,ImplYz,7,7.43,783.7931034
11493,emporium,ImpOri@m,8,6.88,806.7083333
11494,empower,Imp0r,7,6.93,668.8214286
11495,empowered,Imp0rd,9,7.02,710
11496,empowering,Imp0rIN,10,6.27,716.6666667
11497,empress,EmprIs,7,6.38,715.96
11498,emptied,Emptid,7,6.58,676.16
11499,emptier,Empti#,7,3.43,1002.392857
11500,empties,Emptiz,7,5.52,611.8214286
11501,emptiness,Emptin@s,9,7.12,670.2
11502,empty,Empti,5,9.87,608.3
11503,emptying,EmptiIN,8,6.01,678.3076923
11504,emu,imju,3,6.9,894.25
11505,emulate,Emj@let,7,8.08,779.64
11506,emulated,Emj@let@d,8,7.03,843.2857143
11507,emulation,Emj@leSn,9,8.91,964.4444444
11508,emulsified,ImVls@f!d,10,2.56,1044.791667
11509,emulsify,ImVls@f!,8,2.4,850.04
11510,emulsion,ImVlSn,8,5.93,792.0869565
11511,enable,InebL,6,9.44,691.8275862
11512,enabled,InebLd,7,8.91,614.75
11513,enables,InebLz,7,8.59,705.3448276
11514,enabling,InebLIN,8,7.87,626.1481481
11515,enact,Inakt,5,6.7,628.2857143
11516,enacted,Inakt@d,7,7.93,755.6896552
11517,enacting,InaktIN,8,5.77,776.2307692
11518,enactment,Inaktm@nt,9,6.41,779.0740741
11519,enamel,InamL,6,5.81,799.8888889
11520,enameling,InamLIN,9,3.04,860.75
11521,enamelled,InamLd,9,2.48,911.7916667
11522,enamelware,Inam@lwEr,10,0.69,1140.2
11523,enamour,Inam#,7,1.39,694.5263158
11524,encamp,Inkamp,6,1.61,790.0689655
11525,encamped,Inkampt,8,3.69,842.7333333
11526,encampment,Inkampm@nt,10,5.02,871.6666667
11527,encapsulate,Inkaps@let,11,5.97,1119.434783
11528,encase,Inkes,6,4.01,699.4666667
11529,encased,Inkest,7,6.04,884
11530,encephalic,Ens@falIk,10,0.69,917.1428571
11531,encephalitis,EnsEf@l!t@s,12,5.23,1239.571429
11532,enchain,InCen,7,0,863.6206897
11533,enchained,InCend,9,3.22,869.32
11534,enchant,InCant,7,7.57,724.1111111
11535,enchanted,InCant@d,9,7.71,766.5555556
11536,enchanter,InCant#,9,6.35,787.5172414
11537,enchanting,InCantIN,10,5.47,878.9
11538,enchantingly,InCantINli,12,1.1,940.24
11539,enchantment,InCantm@nt,11,8.14,813.2222222
11540,enchantress,InCantr@s,11,7.7,787.375
11541,encipher,Ens!f#,8,2.56,961.5769231
11542,enciphered,Ens!f#d,10,3.85,1099.791667
11543,encircle,Ins#kL,8,4.87,824.3793103
11544,encircled,Ins#kLd,9,5.46,744.3214286
11545,encirclement,Ins#kLm@nt,12,3.93,894.5
11546,enclave,ENklev,7,6.38,843.5454545
11547,enclaves,ENklevz,8,5.54,929.5769231
11548,enclose,Inkloz,7,7.56,660
11549,enclosed,Inklozd,8,8.54,680.4137931
11550,encloses,Inkloz@z,8,4.2,735.0666667
11551,enclosing,InklozIN,9,6.41,743.71875
11552,enclosure,InkloZr,9,7.51,766.0714286
11553,encode,Inkod,6,7.47,724
11554,encompass,InkVmp@s,9,6.88,705.4814815
11555,encompassed,InkVmp@st,11,5.49,955.75
11556,encompasses,InkVmp@s@z,11,6.92,770.3448276
11557,encore,AnkOr,6,7.68,744.8888889
11558,encores,AnkOrz,7,5.01,832.88
11559,encounter,Ink0nt#,9,9.04,747.6
11560,encountered,Ink0nt#d,11,8.97,792.0689655
11561,encounters,Ink0nt#z,10,8.09,756.5
11562,encourage,Ink#rIJ,9,9.69,824.3448276
11563,encouraged,Ink#rIJd,10,9.43,733.7241379
11565,encourages,Ink#rIJ@z,10,7.94,721.9310345
11566,encouraging,Ink#rIJIN,11,8.36,784.9655172
11568,encroach,InkroC,8,4.56,886.7241379
11569,encroached,InkroCt,10,3.58,908.4444444
11570,encroaching,InkroCIN,11,5.21,892.68
11571,encroachment,InkroCm@nt,12,5.81,851.9259259
11572,encrust,InkrVst,7,2.56,740.2
11573,encrustation,EnkrVsteSn,12,2.56,1158.68
11574,encrusted,InkrVst@d,9,5.12,835.9333333
11575,encumber,InkVmb#,8,3.64,835.7777778
11576,encumbered,InkVmb#d,10,5.14,821.72
11577,encumbrances,InkVmbr@ns@z,12,3.37,1259.941176
11578,encyclopedia,Ins!kl@piti@,12,8.44,723.3793103
11580,encyclopedic,Ins!kl@pitIk,12,5.28,875.1666667
11581,end,End,3,12.33,586.1481481
11582,endanger,IndenJ#,8,6.56,723.483871
11583,endangered,IndenJ#d,10,7.93,709.6071429
11584,endangering,IndenJ#IN,11,6.1,960.7931034
11585,endeared,IndIrd,8,4.28,827.5185185
11586,endearing,IndIrIN,9,5.93,746.8333333
11587,endearment,IndIrm@nt,10,5.21,863.6428571
11588,endearments,IndIrm@nts,11,3.09,902.75
11589,endeavor,IndEv#,8,7.77,738.7307692
11590,endeavored,IndEv#d,10,4.61,815.4333333
11591,endeavoring,IndEv#IN,11,3.91,835.6296296
11592,endeavors,IndEv#z,9,7.14,614.8214286
11593,ended,Ent@d,5,9.85,569.8928571
11594,endemic,EndEmIk,7,6.23,898.0416667
11595,endgame,Endgem,7,6,797.6296296
11596,ending,EntIN,6,9.56,587.9230769
11597,endings,EntINz,7,7.37,595.5172414
11598,endive,EntIv,6,4.2,786.7619048
11599,endless,Endl@s,7,8.73,597.9
11600,endlessly,Endl@sli,9,7.16,668.2413793
11601,endocrine,Entokr!n,9,5.21,990.3461538
11602,endogamous,EndAg@m@s,10,2.64,1025
11603,endogamy,EndAg@mi,8,3.61,1162.454545
11604,endogenous,EndAJ@n@s,10,5.31,1221.6875
11605,endorse,IndOrs,7,7.69,680.7407407
11606,endorsed,IndOrst,8,7.69,648.1034483
11607,endorsement,IndOrsm@nt,11,7.67,684.2
11608,endorsing,IndOrsIN,9,6.31,695.5769231
11609,endothermic,EntoT#mIk,11,3.3,989.7692308
11610,endow,Ind0,5,4.49,720.4666667
11611,endowed,Ind0d,7,6.96,760.3103448
11612,endowment,Ind0m@nt,9,6.68,775.21875
11613,endowments,Ind0m@nts,10,5.25,835.9333333
11614,endows,Ind0z,6,3.4,865.68
11615,endpoints,EndpYnts,9,5.21,667.6071429
11616,ends,Endz,4,10.22,580.5
11617,endurable,IndUr@bL,9,2.71,782.5806452
11618,endurance,IndUr@ns,9,7.6,669.7333333
11619,endure,IndUr,6,7.53,639.137931
11620,endured,IndUrd,7,6.63,649.5517241
11621,endures,IndUrz,7,5.38,761.2068966
11622,enduring,IndUrIN,8,7.22,758.3548387
11623,enduringly,IndUrINli,10,0,840.4
11624,enema,En@m@,5,6.69,871.6666667
11625,enemies,En@miz,7,9.11,679.1923077
11626,enemy,En@mi,5,9.73,688.4666667
11627,energetic,En#JEtIk,9,7.6,736.5517241
11628,energies,En#Jiz,8,7.55,857.5769231
11629,energize,En#J!z,8,5.12,644.6785714
11630,energized,En#J!zd,9,5.53,681.1071429
11631,energizes,En#J!z@z,9,3.87,719.1724138
11632,energy,En#Ji,6,10.98,707.6666667
11633,enervate,En#vet,8,5.08,1038.913043
11634,enervating,En#vetIN,10,2.83,1248.315789
11635,enervation,En#veSn,10,2.2,1308.631579
11636,enfeeble,InfibL,8,1.39,1040.352941
11637,enfold,Infold,6,3.53,675.2
11638,enforce,InfOrs,7,8.6,690.3793103
11639,enforceable,InfOrs@bL,11,5.96,749.0714286
11640,enforced,InfOrst,8,8.21,667
11641,enforcement,InfOrsm@nt,11,9.19,732.5806452
11642,enforcers,InfOrs#z,9,5.85,712.2222222
11643,enforces,InfOrs@z,8,6.22,724.6666667
11644,enforcing,InfOrsIN,9,7.38,720.3103448
11645,enfranchise,InfranC!z,11,2.56,844.4285714
11647,engage,IngeJ,6,8.9,696.5185185
11648,engaged,IngeJd,7,8.89,619.0322581
11649,engagement,IngeJm@nt,10,7.83,698.75
11650,engagements,IngeJm@nts,11,6.65,848.6333333
11651,engages,IngeJ@z,7,6.64,686.1034483
11652,engaging,IngeJIN,8,8.04,808.3225806
11653,engagingly,IngeJINli,10,3.85,1057.3
11654,engender,InJEnt#,8,5.54,1054.653846
11655,engendered,InJEnt#d,10,5.34,918.64
11656,engine,EnJ@n,6,10.59,671.5172414
11657,engineer,EnJ@nIr,8,10.77,739.6
11658,engineering,EnJ@nIrIN,11,11.16,854.8214286
11659,engineers,EnJ@nIrz,9,10.12,787.7777778
11660,engines,EnJ@nz,7,9.26,712.4444444
11661,England,INgl@nd,7,10.51,599.862069
11662,Englander,INgl@nt#,9,4.29,925.7692308
11663,Englanders,INgl@nt#z,10,4.08,919.3448276
11664,English,INglIS,7,11.25,663.25
11665,Englishman,INglISm@n,10,6.34,695.8518519
11666,Englishmen,INglISm@n,10,5.41,727.5
11667,Englishwoman,INglISwUm@n,12,3.58,774.5
11668,engraft,Ingraft,7,2.71,824.56
11669,engrave,Ingrev,7,4.04,660.1071429
11670,engraved,Ingrevd,8,6.49,754.9666667
11671,engraver,Ingrev#,8,4.08,730.3703704
11672,engraving,IngrevIN,9,6.26,776.4193548
11673,engravings,IngrevINz,10,5.41,765.75
11674,engross,Ingros,7,1.79,716.1
11675,engrossed,Ingrost,9,5.73,756.3333333
11676,engrossing,IngrosIN,10,4.96,734.5517241
11677,engulf,IngVlf,6,5.15,655.5862069
11678,engulfed,IngVlft,8,6.07,706.7741935
11679,engulfing,IngVlfIN,9,4.66,761
11680,engulfs,IngVlfs,7,4.01,735.8214286
11681,enhance,Inhans,7,8.81,647.6896552
11682,enhanced,Inhanst,8,9.3,761
11683,enhancement,Inhansm@nt,11,8.27,763.9615385
11684,enhances,Inhans@z,8,6.98,691.4642857
11685,enhancing,InhansIN,9,7.42,698.1481481
11686,enigma,InIgm@,6,7.6,846.6538462
11687,enigmatic,EnIgmatIk,9,5.8,1216.086957
11688,enjoin,InJYn,6,5.85,693.4615385
11689,enjoined,InJYnd,8,5.02,664.0384615
11690,enjoy,InJY,5,10.75,640.2758621
11691,enjoyable,InJY@bL,9,8.36,674.5517241
11692,enjoyed,InJYd,7,9.5,671.7
11693,enjoying,InJYIN,8,8.81,630.7586207
11694,enjoyment,InJYm@nt,9,8.31,726.6875
11695,enjoys,InJYz,6,8.09,640.9666667
11696,enlarge,InlArJ,7,6.66,605.25
11697,enlarged,InlArJd,8,6.91,683.483871
11698,enlargement,InlArJm@nt,11,6.22,631.5
11699,enlargements,InlArJm@nts,12,4.76,781.2222222
11700,enlarging,InlArJIN,9,5.92,669.9
11701,enlighten,Inl!tn,9,8.04,660.137931
11702,enlightened,Inl!tnd,11,7.99,769.6785714
11703,enlightening,Inl!tnIN,12,7.18,748.32
11705,enlist,InlIst,6,6.27,803.3793103
11706,enlisted,InlIst@d,8,6.93,675.3333333
11707,enlistment,InlIstm@nt,10,4.57,857.4666667
11708,enlists,InlIsts,7,3.78,784.6896552
11709,enliven,Inl!vn,7,3.61,835.5217391
11710,enlivened,Inl!vnd,9,3.91,988.7272727
11711,enmesh,InmES,6,1.79,1135.380952
11712,enmeshed,InmESt,8,4.64,1162.166667
11713,enmities,Enm@tiz,8,2.3,1099.384615
11714,enmity,Enm@ti,6,5.79,1217.473684
11715,enormity,InOrm@ti,8,5.23,879.3571429
11716,enormous,InOrm@s,8,8.93,709.5769231
11717,enormously,InOrm@sli,10,7.33,852.5769231
11718,enough,InVf,6,12.16,651.6
11719,enrage,InreJ,6,4.32,762.0740741
11720,enraged,InreJd,7,6.32,762.862069
11721,enrapture,InrapC#,9,2.08,840.3076923
11722,enraptured,InrapC#d,10,4.78,1011.266667
11723,enrich,InrIC,6,6.62,791.0666667
11724,enriched,InrICt,8,6.71,744.5862069
11725,enriching,InrICIN,9,5.47,750.8571429
11726,enrichment,InrICm@nt,10,6.35,761.68
11727,enroll,Inrol,6,7.19,658.3103448
11728,enrolled,Inrold,8,7.42,623.137931
11729,enrollees,Enroliz,9,4.01,874.6521739
11730,enrolling,InrolIN,9,5.62,684.76
11731,enrollment,Inrolm@nt,10,7.21,693.4333333
11732,ensconced,InskAnst,9,4.91,1028.888889
11733,ensemble,AnsAmbL,8,8.04,879.5833333
11734,ensembles,AnsAmbLz,9,5.7,989.24
11735,enshrine,InSr!n,8,4.03,984.5185185
11736,enshroud,InSr0d,8,1.61,937.1111111
11737,ensign,Ensn,6,7.64,794.04
11738,enslave,Inslev,7,6.46,755.4
11739,enslaved,Inslevd,8,6.76,746.6333333
11740,enslavement,Inslevm@nt,11,5.96,858.9310345
11741,enslaving,InslevIN,9,5.42,756.0769231
11742,ensnare,InsnEr,7,3.81,1072.916667
11743,ensue,Insu,5,5.95,724.1851852
11744,ensued,Insud,6,5.97,835.5185185
11745,ensues,Insuz,6,7.03,801.8518519
11746,ensuing,InsuIN,7,6.84,762.8888889
11747,ensure,InSUr,6,9.78,708.5769231
11748,ensures,InSUrz,7,7.39,829.0740741
11749,ensuring,InSUrIN,8,7.8,782.7037037
11750,entail,Intel,6,6.73,811.2413793
11751,entails,Intelz,7,7.13,713.7142857
11752,entangle,IntaNgL,8,4.54,732.3
11753,entanglement,IntaNgLm@nt,12,4.92,836.0357143
11754,enter,Ent#,5,10.5,574.9354839
11755,entered,Ent#d,7,9.63,641.1724138
11756,entering,Ent#IN,8,9.09,662.2142857
11757,enterprise,Ent#pr!z,10,9.62,704.9375
11758,enterprises,Ent#pr!z@z,11,8.96,698.3214286
11759,enterprising,Ent#pr!zIN,12,6.02,779.4074074
11761,enters,Ent#z,6,8.32,670.3214286
11762,entertain,Ent#ten,9,7.84,739.8666667
11763,entertained,Ent#tend,11,7.02,781.6538462
11764,entertainer,Ent#ten#,11,6.24,751.1666667
11765,entertainers,Ent#ten#z,12,6.1,819.137931
11766,entertaining,Ent#tenIN,12,8.58,731.9642857
11769,enthral,EnTrOl,7,0,840.7391304
11770,enthralled,InTrOld,10,5.65,789.32
11771,enthralling,InTrOlIN,11,4.37,820.3793103
11772,enthrone,InTron,8,0,913.2307692
11773,enthronement,InTronm@nt,12,1.95,956.75
11774,enthuse,InTuz,7,2.77,848.1
11775,enthusiasm,InTuziazm,10,7.91,733.862069
11776,enthusiasms,InTuziazmz,11,3.74,826.8076923
11777,enthusiast,InTuziast,10,7.22,851.1428571
11778,enthusiastic,InTuziastIk,12,7.87,857.5925926
11780,enthusiasts,InTuziasts,11,7.83,725.3333333
11781,entice,Int!s,6,6.17,895.2666667
11782,enticement,Int!sm@nt,10,4.42,891.4137931
11783,enticements,Int!sm@nts,11,2.56,869
11784,enticing,Int!sIN,8,5.94,788.3666667
11785,entire,Int!r,6,11.04,698.8214286
11786,entirely,Int!rli,8,10.18,660.7037037
11787,entirety,Int!r@ti,8,8.02,851.88
11788,entities,Ent@tiz,8,8.78,808.6842105
11789,entitle,Int!tL,7,5.95,679.8571429
11790,entitled,Int!tLd,8,9.44,661.2857143
11791,entitlement,Int!tLm@nt,11,7.09,815.516129
11792,entitles,Int!tLz,8,6.05,782.2307692
11793,entity,Ent@ti,6,9.25,695.7857143
11794,entomb,Intum,6,3.04,875.4444444
11795,entombed,Intumd,8,5.39,851.2068966
11796,entomologist,Ent@mAl@JIst,12,4.74,1106.590909
11797,entomology,Ent@mAl@Ji,10,5.83,1106.666667
11798,entourage,AntUrAZ,9,5.65,977.2592593
11799,entrails,Entrelz,8,5.76,707.3928571
11800,entrain,Intren,7,2.08,810.6
11801,entrance,Entr@ns,8,8.76,629.4074074
11802,entranced,Intranst,9,5.47,867.4333333
11803,entranceway,Entr@nswe,11,2.77,830.2083333
11804,entrant,Entr@nt,7,5.36,675.7727273
11805,entrap,Intrap,6,4.47,761.0344828
11806,entrapment,Intrapm@nt,10,5.47,755.3333333
11807,entreat,Intrit,7,3.3,765
11808,entreated,Intrit@d,9,2.83,871.5384615
11809,entreaty,Intriti,8,2.77,844.5238095
11810,entree,Antre,6,5.32,827.1428571
11811,entrench,IntrEnC,8,4.14,884.1333333
11812,entrenched,IntrEnCt,10,6.66,774.4
11813,entrenchment,IntrEnCm@nt,12,4.25,968.3666667
11814,entrepreneur,Antr@pr@n#,12,7.56,764.68
11816,entries,Entriz,7,9.56,810.0666667
11817,entropy,Entr@pi,7,8.07,838.7692308
11818,entrust,IntrVst,7,5.74,847.7777778
11819,entrusted,IntrVst@d,9,6.04,798.9655172
11820,entrusting,IntrVstIN,10,3.76,835.7037037
11821,entry,Entri,5,10.45,652.4285714
11822,entwine,Intw!n,7,3.87,766.1071429
11823,entwined,Intw!nd,8,5.21,736.2413793
11824,enumerate,Inum#ret,9,5.81,848.1153846
11825,enumerated,Inum#ret@d,10,6.4,959.6956522
11826,enumeration,Inum#reSn,11,6.1,944.9285714
11827,enunciate,InVnsiet,9,3.61,895.6428571
11828,enunciated,InVnsiet@d,10,4.75,990.9259259
11829,enunciation,InVnsieSn,11,4.2,1117.888889
