Word,Pron_NoStress
chapters,Capt#z
char,CAr
character,karIkt#
characteristic,karIkt#IstIk
characteristically,karIkt#IstIkli
characteristics,karIkt#IstIks
characterization,karIkt#@zeSn
characterizations,karIkt#@zeSnz
characterize,karIkt#!z
characterized,karIkt#!zd
characterizes,karIkt#!z@z
characterizing,karIkt#!zIN
characters,karIkt#z
charade,S#red
charcoal,CArkol
chard,CArd
charge,CArJ
chargeable,CArJ@bL
charged,CArJd
charger,CArJ#
charges,CArJ@z
charging,CArJIN
chariot,Cari@t
charioteer,Cari@tIr
charisma,k#rIzm@
charitable,Car@t@bL
charitably,Car@t@bli
charities,Car@tiz
charity,Car@ti
charlatan,SArl@t@n
charlatans,SArl@t@nz
Charles,CArlz
Charleston,CArlst@n
Charlie,CArli
Charlotte,SArl@t
charm,CArm
charmed,CArmd
charmer,CArm#
charming,CArmIN
charmingly,CArmINli
charms,CArmz
charred,CArd
chart,CArt
charted,CArt@d
charter,CArt#
chartered,CArt#d
charters,CArt#z
charting,CArtIN
chartings,CArtINz
chartreuse,SArtruz
chartroom,CArtrum
charts,CArts
chase,Ces
chased,Cest
chaser,Ces#
chases,Ces@z
chasing,CesIN
chasm,kazm
chassis,Sasi
chaste,Cest
chasten,Cesn
chastise,Cast!z
chastisement,Cast!zm@nt
chastity,Cast@ti
chat,Cat
chateau,Sato
Chattanooga,Cat@nug@
chatted,Cat@d
chattel,CatL
chattels,CatLz
chatter,Cat#
chatterbox,Cat#bAks
chattered,Cat#d
chattering,Cat#IN
chatting,CatIN
chatty,Cati
Chaucer,COs#
chauffeur,Sof#
chauffeured,Sof#d
chauvinism,SovnIzm
chauvinist,SovnIst
cheap,Cip
cheapen,Cip@n
cheaper,Cip#
cheapjack,CipJak
cheaply,Cipli
cheapskate,Cipsket
cheat,Cit
cheated,Cit@d
cheating,CitIN
check,CEk
checkbook,CEkbUk
checked,CEkt
checker,CEk#
checkerboard,CEk#bOrd
checking,CEkIN
checklist,CEklIst
checkmate,CEkmet
checkoff,CEkOf
checkout,CEk0t
checkpoint,CEkpYnt
checkroom,CEkrum
checks,CEks
checkup,CEkVp
cheddar,CEt#
cheek,Cik
cheekbone,Cikbon
cheekbones,Cikbonz
cheeks,Ciks
cheeky,Ciki
cheep,Cip
cheer,CIr
cheered,CIrd
cheerful,CIrfL
cheerfully,CIrfLi
cheerfulness,CIrfLn@s
cheering,CIrIN
cheerio,CIrio
cheerleader,CIrlit#
cheerleaders,CIrlit#z
cheerless,CIrl@s
cheers,CIrz
cheery,CIri
cheese,Ciz
cheesecake,Cizkek
cheesecloth,CizklOT
cheetah,Cit@
chef,SEf
chemical,kEmIkL
chemically,kEmIkli
chemicals,kEmIkLz
chemise,S@miz
chemist,kEmIst
chemistry,kEm@stri
chemists,kEmIsts
chemotherapy,kimoTEr@pi
chenille,S@nil
cherish,CErIS
cherished,CErISt
cherishing,CErISIN
Cherokee,CEr@ki
Cherokees,CEr@kiz
cherries,CEriz
cherry,CEri
cherub,CEr@b
cherubim,CEr@bIm
Chesapeake,CEs@pik
Cheshire,CES!r
chess,CEs
chessboard,CEsbOrd
chest,CEst
chestnut,CEsnVt
chestnuts,CEsnVts
chests,CEsts
chesty,CEsti
Chevrolet,SEvr@le
chevron,SEvr@n
Chevy,SEvi
chew,Cu
chewed,Cud
chewing,CuIN
Cheyenne,S!an
Cheyennes,S!anz
chi,k!
Chianti,kianti
chic,Sik
Chicago,SIkAgo
chicanery,SIken#ri
Chicano,CIkano
chick,CIk
chicken,CIk@n
chickenfeed,CIk@nfid
chickenhearted,CIk@nhArt@d
chickenpox,CIk@npAks
chickens,CIk@nz
chickpea,CIkpi
chicks,CIks
chickweed,CIkwid
chicory,CIk#ri
chide,C!d
chided,C!t@d
chiding,C!tIN
chief,Cif
chiefdom,Cifd@m
chiefdoms,Cifd@mz
chiefly,Cifli
chiefs,Cifs
chieftain,Cift@n
chieftains,Cift@nz
chiffon,SIfAn
chigger,CIg#
chiggers,CIg#z
Chihuahua,CIwAwA
child,C!ld
childbearing,C!ldbErIN
childbirth,C!ldb#T
childhood,C!ldhUd
childish,C!ldIS
childishly,C!ldISli
childishness,C!ldISn@s
childless,C!ldl@s
childlike,C!ldl!k
children,CIldr@n
Chile,CIli
chili,CIli
chill,CIl
chilled,CIld
chillier,CIli#
chilling,CIlIN
chills,CIlz
chilly,CIli
chime,C!m
Chimera,k!mIr@
chimes,C!mz
chimney,CImni
chimneypiece,CImnipis
chimneys,CImniz
chimneystack,CImnistak
chimneysweep,CImniswip
chimp,CImp
chimpanzee,CImpanzi
chin,CIn
China,C!n@
Chinaman,C!n@m@n
Chinatown,C!n@t0n
chinaware,C!n@wEr
chinchilla,CInCIl@
chines,C!nz
Chinese,C!niz
chinked,CINkt
chinless,CInl@s
Chinook,SInUk
chins,CInz
chinstrap,CInstrap
chip,CIp
chipmunk,CIpmVNk
chipped,CIpt
Chippendale,CIp@ndel
chipper,CIp#
chipping,CIpIN
chips,CIps
chiropractor,k!r@prakt#
chirp,C#p
chirped,C#pt
chirping,C#pIN
chisel,CIzL
chiseled,CIzLd
chisels,CIzLz
chit,CIt
chitchat,CItCat
chivalrous,SIvLr@s
chivalry,SIvLri
chive,C!v
chives,C!vz
chloride,klOr!d
chlorides,klOr!dz
chlorinate,klOrInet
chlorine,klOrin
chloroform,klOr@fOrm
chlorophyll,klOr@fIl
chock,CAk
chockfull,CAkfUl
chocks,CAks
chocolate,COkl@t
Choctaw,CAktO
Choctaws,CAktOz
choice,CYs
choices,CYs@z
choicest,CYsIst
choir,kw!r
choirboy,kw!rbY
choirmaster,kw!rmast#
choke,Cok
choked,Cokt
choker,Cok#
choking,CokIN
cholera,kAl#r@
choleric,kAl#rIk
cholesterol,k@lEst#rol
chomp,CAmp
choose,Cuz
chooses,Cuz@z
choosing,CuzIN
choosy,Cuzi
chop,CAp
chopfallen,CApfOl@n
chophouse,CAph0s
chopped,CApt
chopper,CAp#
chopping,CApIN
choppy,CApi
chops,CAps
chopstick,CApstIk
choral,kOr@l
chorale,k#ral
chord,kOrd
chords,kOrdz
chore,COr
choreographed,kOri@graft
choreographer,kOriAgr@f#
choreographers,kOriAgr@f#z
choreographic,kOri@grafIk
choreography,kOriAgr@fi
chores,COrz
chorine,korIn
chortle,COrtL
chortled,COrtLd
chortling,COrtLIN
chorus,kOr@s
chorused,kOr@st
choruses,kOr@s@z
chose,Coz
chosen,Cozn
chow,C0
chowder,C0t#
chowders,C0t#z
Christ,kr!st
Christen,krIsn
Christendom,krIsnd@m
christened,krIsnd
christening,krIsnIN
Christian,krIsti@n
Christianity,krIstian@ti
Christianizing,krIsti@n!zIN
Christians,krIsti@nz
Christine,krIstin
Christlike,kr!stl!k
Christmas,krIsm@s
Christopher,krIst@f#
chromatic,kromatIk
chromatics,kromatIks
chromatogram,krom@t@gram
chromatography,krom@tAgr@fi
chrome,krom
chromed,kromd
chromic,kromIk
chromium,kromi@m
chromosome,krom@som
chronic,krAnIk
chronically,krAnIkli
chronicle,krAnIkL
chronicled,krAnIkLd
chroniclers,krAnIkl#z
chronicles,krAnIkLz
chronograph,krAn@graf
chronological,krAn@lAJIkL
chronologically,krAn@lAJIkli
chronology,kr@nAl@Ji
chronometer,kr@nAm@t#
chrysalis,krIs@lIs
chrysanthemum,krIsanT@m@m
chrysanthemums,krIsanT@m@mz
Chrysler,kr!sl#
chubby,CVbi
chuck,CVk
chuckle,CVkL
chuckled,CVkLd
chuckles,CVkLz
chug,CVg
chugging,CVgIN
chum,CVm
chumminess,C@mmInEs
chummy,CVmi
chump,CVmp
chunk,CVNk
chunks,CVNks
chunky,CVNki
church,C#C
churches,C#C@z
churchgoers,C#Cgo#z
churchgoing,C#CgoIN
Churchill,C#CIl
churchly,C#Cli
churchmen,C#Cm@n
churchwarden,C#CwOrdn
churchyard,C#CjArd
churlish,C#lIS
churn,C#n
churned,C#nd
churning,C#nIN
churns,C#nz
chute,Sut
chutney,CVtni
ciao,C0
cicada,sIket@
cicadas,sIket@z
Cicero,sIs#ro
cider,s!t#
ciderpress,s!t#prEs
cigar,sIgAr
cigarette,sIg#rEt
cigarettes,sIg#rEts
cigars,sIgArz
cilia,sIli@
ciliated,sIlietId
cinch,sInC
cinches,sInC@z
Cincinnati,sIns@nati
cinder,sInt#
Cinderella,sInt#rEl@
cinders,sInt#z
cinema,sIn@m@
cinematic,sIn@matIk
cinematography,sIn@m@tAgr@fi
cinnamon,sIn@m@n
cipher,s!f#
ciphers,s!f#z
circa,s#k@
circadian,s#k@di@n
circle,s#kL
circled,s#kLd
circles,s#kLz
circlet,s#kl@t
circling,s#kLIN
circuit,s#k@t
circuitous,s#kjuIt@s
circuitry,s#k@tri
circuits,s#k@ts
circular,s#kj@l#
circulate,s#kj@let
circulated,s#kj@let@d
circulating,s#kj@letIN
circulation,s#kj@leSn
circulatory,s#kj@l@tOri
circumcise,s#k@ms!z
circumcision,s#k@msIZn
circumference,s#kVmf#r@ns
circumflex,s#k@mflEks
circumlocution,s#k@mlokjuSn
circumnavigate,s#k@mnav@get
circumnavigation,s#k@mnav@geSn
circumpolar,s#k@mpol#
circumscribe,s#k@mskr!b
circumscribed,s#k@mskr!bd
circumscribing,s#k@mskr!bIN
circumscription,s#k@mskrIpSn
circumscriptions,s#k@mskrIpSnz
circumspect,s#k@mspEkt
circumspection,s#k@mspEkSn
circumspectly,s#k@mspEktli
circumstance,s#k@mstans
circumstances,s#k@mstans@z
circumstantial,s#k@mstanSL
circumvent,s#k@mvEnt
circumvention,s#k@mvEnSn
circus,s#k@s
cirrhosis,s@rosIs
cirrus,sIr@s
cistern,sIst#n
citadel,sIt@dEl
citation,s!teSn
citations,s!teSnz
cite,s!t
cited,s!t@d
cites,s!ts
cities,sItiz
citing,s!tIN
citizen,sItIzn
citizenry,sItIznri
citizens,sItIznz
citizenship,sItIznSIp
citric,sItrIk
citron,sItr@n
citrus,sItr@s
city,sIti
cityscapes,sItiskeps
citywide,sItiw!d
civic,sIvIk
civil,sIvL
civilian,s@vIlj@n
civilians,s@vIlj@nz
civility,s@vIl@ti
civilization,sIvL@zeSn
civilizational,sIvL@zeSn@l
civilizations,sIvL@zeSnz
civilize,sIvL!z
civilized,sIvL!zd
civilizing,sIvL!zIN
clack,klak
clad,klad
claim,klem
claimant,klem@nt
claimants,klem@nts
claimed,klemd
claiming,klemIN
claims,klemz
Clair,klEr
Claire,klEr
clairvoyance,klErvY@ns
clairvoyant,klErvY@nt
clam,klam
clambake,klambek
clamber,klamb#
clambered,klamb#d
clambering,klamb#IN
clammy,klami
clamor,klam#
clamored,klam#d
clamoring,klam#IN
clamorous,klam#@s
clamors,klam#z
clamp,klamp
clampdown,klampd0n
clamped,klampt
clamping,klampIN
clamps,klamps
clams,klamz
clamshell,klamSEl
clan,klan
clandestine,klandEstIn
clang,klaN
clanged,klaNd
clank,klaNk
clanking,klaNkIN
clannish,klanIS
clannishness,klanISn@s
clansman,klanzm@n
clap,klap
clapboard,klapbOrd
clapped,klapt
clapper,klap#
clapperboard,klap@bord
clapping,klapIN
claps,klaps
claptrap,klaptrap
Clara,klEr@
Clare,klEr
Clarence,klar@ns
clarification,klar@f@keSn
clarified,klar@f!d
clarifies,klar@f!z
clarify,klar@f!
clarifying,klar@f!IN
clarinet,klar@nEt
clarity,klar@ti
Clark,klArk
clash,klaS
clashed,klaSt
clashes,klaS@z
clasp,klasp
clasped,klaspt
clasping,klaspIN
class,klas
classed,klast
classes,klas@z
classic,klasIk
classical,klasIkL
classicalism,klasIk@lIzm
classicism,klasIsIzm
classicist,klasIsIst
classics,klasIks
classiest,klasiIst
classifiable,klas@f!@bL
classification,klas@f@keSn
classifications,klas@f@keSnz
classificatory,kl@sIf@ketOri
classified,klas@f!d
classifiers,klas@f!#z
classify,klas@f!
classifying,klas@f!IN
classless,klasl@s
classmate,klasmet
classmates,klasmets
classroom,klasrum
classrooms,klasrumz
classy,klasi
clatter,klat#
clattered,klat#d
clattering,klat#IN
clattery,klat#i
Claude,klOd
Claus,klOz
clause,klOz
clauses,klOz@z
claustrophobia,klOstr@fobi@
claustrophobic,klOstr@fobIk
clavichord,klav@kOrd
clavicle,klav@kL
claw,klO
clawed,klOd
clawing,klOIN
claws,klOz
clay,kle
clean,klin
cleaned,klind
cleaner,klin#
cleaners,klin#z
cleaning,klinIN
cleanly,klEnli
cleans,klinz
cleanse,klEnz
cleansed,klEnzd
cleansing,klEnzIN
cleanup,klinVp
cleanups,klinVps
clear,klIr
clearance,klIr@ns
cleared,klIrd
clearer,klIr#
clearing,klIrIN
clearinghouse,klIrINh0s
clearly,klIrli
clearness,klIrn@s
clears,klIrz
Clearwater,klIrwOt#
cleat,klit
cleavage,kliv@J
cleave,kliv
cleaved,klivd
cleaver,kliv#
clef,klEf
cleft,klEft
clefts,klEfts
clemency,klEm@nsi
clench,klEnC
clenched,klEnCt
clenches,klEnC@z
clergy,kl#Ji
clergyman,kl#Jim@n
clergymen,kl#Jim@n
cleric,klErIk
clerical,klErIkL
clerk,kl#k
clerking,kl#kIN
clerks,kl#ks
Cleveland,klivl@nd
clever,klEv#
cleverly,klEv#li
cleverness,klEv#n@s
cliche,kliSe
cliches,kliSez
click,klIk
clicked,klIkt
clicking,klIkIN
clicks,klIks
client,kl!@nt
clientele,kl!@ntEl
clients,kl!@nts
cliff,klIf
cliffhanger,klIfhaN#
cliffhanging,klIfhaNIN
cliffs,klIfs
climactic,kl!maktIk
climate,kl!m@t
climates,kl!m@ts
climatology,kl!m@tAl@Ji
climax,kl!maks
climaxed,kl!makst
climaxes,kl!maks@z
climb,kl!m
climbed,kl!md
climbing,kl!mIN
climbs,kl!mz
clime,kl!m
climes,kl!mz
clinch,klInC
clinched,klInCt
clincher,klInC#
clinches,klInC@z
cling,klIN
clinging,klININ
clings,klINz
clingy,klINi
clinic,klInIk
clinical,klInIkL
clinically,klInIkli
clinics,klInIks
clinked,klINkt
Clinton,klIntn
clip,klIp
clipboard,klIpbOrd
clipped,klIpt
clipper,klIp#
clippers,klIp#z
clippings,klIpINz
clips,klIps
clique,klik
cliques,kliks
clitoris,klIt#rIs
cloak,klok
cloakroom,klokrum
cloakrooms,klokrumz
clobber,klAb#
clobbered,klAb#d
clobbers,klAb#z
clock,klAk
clocked,klAkt
clocking,klAkIN
clocks,klAks
clockwise,klAkw!z
clockwork,klAkw#k
clod,klAd
cloddishness,klAtISn@s
clodhopper,klAdhAp#
clodhoppers,klAdhAp#z
clods,klAdz
clog,klAg
clogged,klAgd
clogging,klAgIN
cloister,klYst#
cloisters,klYst#z
clone,klon
clop,klAp
close,kloz
closed,klozd
closefisted,klosfIstId
closely,klosli
closeness,klosn@s
closeout,kloz0t
closer,klos#
closes,klos@z
closest,klosIst
closet,klAz@t
closeted,klAz@t@d
closets,klAz@ts
closeup,klosVp
closeups,klosVps
closing,klozIN
closure,kloZr
clot,klAt
cloth,klOT
clothbound,klOTb0nd
clothe,kloD
clothed,kloDd
clothes,kloz
clothesbasket,klozbaskIt
clothesbrush,klozbrVS
clotheshorse,klozhOrs
clothesline,klozl!n
clotheslines,klozl!nz
clothespin,klozpIn
clothier,kloDj#
clothing,kloDIN
clotted,klAt@d
cloud,kl0d
cloudbank,kl0dbaNk
cloudburst,kl0db#st
clouded,kl0t@d
cloudless,kl0dl@s
clouds,kl0dz
cloudy,kl0ti
clout,kl0t
clove,klov
clover,klov#
cloverleaf,klov#lif
cloves,klovz
clown,kl0n
clowning,kl0nIN
clowns,kl0nz
club,klVb
clubbed,klVbd
clubfoot,klVbfUt
clubhouse,klVbh0s
clubrooms,klVbrumz
clubs,klVbz
cluck,klVk
clucked,klVkt
clucking,klVkIN
clucks,klVks
clue,klu
clueless,klul@s
clues,kluz
clump,klVmp
clumps,klVmps
clumsily,klVmz@li
clumsy,klVmzi
clung,klVN
clunk,klVNk
cluster,klVst#
clustered,klVst#d
clustering,klVst#IN
clusters,klVst#z
clutch,klVC
clutched,klVCt
clutches,klVC@z
clutching,klVCIN
clutter,klVt#
cluttered,klVt#d
Clyde,kl!d
coach,koC
coaches,koC@z
coaching,koCIN
coachman,koCm@n
coachmen,koCm@n
coachwork,koCw#k
coagulant,koagj@l@nt
coagulate,koagj@let
coagulating,koagj@letIN
coal,kol
coalesce,ko@lEs
coalesced,ko@lEst
coalescence,ko@lEsns
coalescent,ko@lEsnt
coalesces,ko@lEs@z
coalface,kolfes
coalfield,kolfild
coalhole,kolhol
coalhouse,kolh0s
coalition,ko@lISn
coalmine,kolm!n
coals,kolz
coarse,kOrs
coarsely,kOrsli
coarsen,kOrsn
coarsened,kOrsnd
coarseness,kOrsn@s
coast,kost
coastal,kostL
coasted,kost@d
coaster,kost#
coastguard,kostgArd
coastline,kostl!n
coasts,kosts
coat,kot
coated,kot@d
coating,kotIN
coatings,kotINz
coats,kots
coattails,kottelz
coauthor,koOT#
coax,koks
coaxed,kokst
coaxial,koaksi@l
coaxing,koksIN
cob,kAb
cobalt,kobOlt
cobble,kAbL
cobbler,kAbl#
cobblestone,kAbLston
cobblestones,kAbLstonz
cobra,kobr@
cobweb,kAbwEb
cobwebs,kAbwEbz
coca,kok@
cocaine,koken
coccyx,kAksIks
cochlea,kAkli@
cock,kAk
cockatoo,kAk@tu
cocked,kAkt
cocker,kAk#
cockeyed,kAk!d
cockfight,kAkf!t
cockhorse,kAkhOrs
cockier,kAki#
cockle,kAkL
cockleshell,kAkLSEl
Cockney,kAkni
cockpit,kAkpIt
cockpits,kAkpIts
cockroach,kAkroC
cockroaches,kAkroC@z
cockscomb,kAkskom
cocksure,kAkSUr
cocktail,kAktel
cocktails,kAktelz
cocky,kAki
cocoa,koko
coconut,kok@nVt
coconuts,kok@nVts
cocoon,k@kun
cod,kAd
coda,kot@
coddle,kAtL
coddled,kAtLd
code,kod
coded,kot@d
codeine,kotin
codes,kodz
codetermines,kodIt#mInz
codex,kodEks
codfish,kAdfIS
codger,kAJ#
codification,kAt@f@keSn
codified,kAt@f!d
codify,kAt@f!
coding,kotIN
coed,koEd
coeditors,koEt@t#z
coeds,koEdz
coeducation,koEJ@keSn
coefficient,koIfISnt
coefficients,koIfISnts
coequal,koikw@l
coerce,ko#s
coerced,ko#st
coercion,ko#Sn
coercive,ko#sIv
coexist,koIgzIst
coexistence,koIgzIstns
coexistent,koIgzIst@nt
cofactors,kofakt#z
coffee,kOfi
coffeepot,kOfipAt
coffer,kOf#
coffers,kOf#z
coffin,kOfn
cog,kAg
cogent,koJ@nt
cogently,koJ@ntli
cogitate,kAJ@tet
cognac,konjak
cognate,kAgnet
cognition,kAgnISn
cognitive,kAgn@tIv
cognizance,kAgnIzns
cognizant,kAgnIznt
cognize,kAgn!z
cognomen,kAgnom@n
cogs,kAgz
cogwheel,kAghwil
cohabit,kohab@t
cohabitation,kohab@teSn
cohere,kohIr
coherence,kohIr@ns
coherency,kohIr@nsi
coherent,kohIr@nt
cohesion,kohiZn
cohesive,kohisIv
cohesively,kohisIvli
cohesiveness,kohisIvn@s
cohort,kohOrt
cohorts,kohOrts
coiffure,kwafjUr
coil,kYl
coiled,kYld
coiling,kYlIN
coils,kYlz
coin,kYn
coinage,kYn@J
coincide,koIns!d
coincided,koIns!t@d
coincidence,koInsIdns
coincidences,koInsIdns@z
coincident,koInsIdnt
coincidental,koInsIdEntL
coincides,koIns!dz
coinciding,koIns!tIN
coined,kYnd
coins,kYnz
coital,koItL
coitus,koIt@s
Coke,kok
Cokes,koks
cola,kol@
colander,kVl@nt#
cold,kold
colder,kold#
coldest,koldIst
coldly,koldli
coldness,koldn@s
colds,koldz
cole,kol
Coleridge,kol#rIJ
coleslaw,kolslO
colic,kAlIk
colicky,kAlIki
collaborate,k@lab#ret
collaborated,k@lab#ret@d
collaboration,k@lab#reSn
collaborator,k@lab#ret#
collaborators,k@lab#ret#z
collage,k@lAZ
collagen,kAl@J@n
collages,k@lAZ@z
collapse,k@laps
collapsed,k@lapst
collapses,k@laps@z
collapsible,k@laps@bL
collapsing,k@lapsIN
collar,kAl#
collarbone,kAl#bon
collared,kAl#d
collars,kAl#z
collate,k@let
collated,k@let@d
collateral,k@lat#r@l
collation,k@leSn
colleague,kAlig
colleagues,kAligz
collect,k@lEkt
collected,k@lEkt@d
collectible,k@lEkt@bL
collecting,k@lEktIN
collection,k@lEkSn
collections,k@lEkSnz
collective,k@lEktIv
collectively,k@lEktIvli
collectivism,k@lEktIvIzm
collectivize,k@lEktIv!z
collector,k@lEkt#
collectors,k@lEkt#z
collects,k@lEkts
college,kAlIJ
colleges,kAlIJ@z
collegians,k@liJ@nz
collegiate,k@liJi@t
collide,k@l!d
collided,k@l!t@d
collie,kAli
collision,k@lIZn
collisions,k@lIZnz
colloidal,k@lYtL
colloquial,k@lokwi@l
colloquialism,k@lokwi@lIzm
colloquium,k@lokwi@m
colloquy,kAl@kwi
collude,k@lud
collusion,k@luZn
cologne,k@lon
Colombia,k@lVmbi@
Colombian,k@lVmbi@n
colon,kol@n
colonel,k#nL
colonels,k#nLz
colonial,k@loni@l
colonialism,k@loni@lIzm
colonialist,k@loni@lIst
colonials,k@loni@lz
colonies,kAl@niz
colonist,kAl@nIst
colonists,kAl@nIsts
colonize,kAl@n!z
colonized,kAl@n!zd
colonnade,kAl@ned
colonnaded,kAl@net@d
colony,kAl@ni
color,kVl#
Colorado,kAl#rato
coloration,kVl#eSn
colored,kVl#d
colorful,kVl#fL
coloring,kVl#IN
colorless,kVl#l@s
colors,kVl#z
colossal,k@lAsL
Colosseum,kAl@si@m
colossus,k@lAs@s
colt,kolt
coltish,koltIS
colts,kolts
Columbia,k@lVmbi@
Columbus,k@lVmb@s
column,kAl@m
columnist,kAl@mIst
columnists,kAl@mIsts
columns,kAl@mz
coma,kom@
Comanche,k@manCi
comas,kom@z
comb,kom
combat,kAmbat
combatant,k@mbatnt
combatants,k@mbatnts
combating,k@mbatIN
combative,k@mbatIv
combatted,k@mbat@d
combed,komd
combinable,k@mb!n@bL
combination,kAmb@neSn
combinations,kAmb@neSnz
combine,k@mb!n
combined,k@mb!nd
combines,k@mb!nz
combing,komIN
combining,k@mb!nIN
combo,kAmbo
combs,komz
combust,k@mbVst
combustibles,k@mbVst@bLz
combustion,k@mbVsC@n
come,kVm
comeback,kVmbak
comedian,k@miti@n
comedians,k@miti@nz
comedies,kAm@tiz
comedown,kVmd0n
comedy,kAm@ti
comely,kVmli
comes,kVmz
comet,kAm@t
comets,kAm@ts
comfort,kVmf#t
comfortable,kVmf#t@bL
comfortably,kVmf#t@bli
comforted,kVmf#t@d
Comforter,kVmf#t#
comforting,kVmf#tIN
comfortless,kVmf#tl@s
comforts,kVmf#ts
comfy,kVmfi
comic,kAmIk
comical,kAmIkL
comically,kAmIkli
comics,kAmIks
coming,kVmIN
comings,kVmINz
comma,kAm@
command,k@mand
commandant,kAm@ndant
commanded,k@mant@d
commandeer,kAm@ndIr
commandeered,kAm@ndIrd
commandeering,kAm@ndIrIN
commander,k@mant#
commanders,k@mant#z
commanding,k@mantIN
commandment,k@mandm@nt
commando,k@manto
commands,k@mandz
commemorate,k@mEm#ret
commemorated,k@mEm#ret@d
commemorates,k@mEm#rets
commemorating,k@mEm#retIN
commemoration,k@mEm#reSn
commence,k@mEns
commenced,k@mEnst
commencement,k@mEnsm@nt
commencements,k@mEnsm@nts
commences,k@mEns@z
commencing,k@mEnsIN
commend,k@mEnd
commendable,k@mEnt@bL
commendation,kAm@ndeSn
commended,k@mEnt@d
commending,k@mEntIN
commends,k@mEndz
commensurate,k@mEns#r@t
comment,kAmEnt
commentaries,kAm@ntEriz
commentary,kAm@ntEri
commentate,kAm@ntet
commentator,kAm@ntet#
commentators,kAm@ntet#z
commented,kAmEnt@d
commenting,kAmEntIN
comments,kAmEnts
commerce,kAm#s
commercial,k@m#SL
commercialism,k@m#SLIzm
commercialization,k@m#SL@zeSn
commercialize,k@m#SL!z
commercially,k@m#SLi
commercials,k@m#SLz
commie,kAmi
commies,kAmiz
commingle,k@mINgL
commingled,k@mINgLd
commiserate,k@mIz#ret
commiseration,k@mIz#reSn
commissary,kAm@sEri
commission,k@mISn
commissioned,k@mISnd
commissioner,k@mISn#
commissioners,k@mISn#z
commissions,k@mISnz
commit,k@mIt
commitment,k@mItm@nt
commitments,k@mItm@nts
commits,k@mIts
committal,k@mItL
committed,k@mIt@d
committee,k@mIti
committeeman,k@mItiman
committeemen,k@mItim@n
committees,k@mItiz
committeewoman,k@mItiwUm@n
committeewomen,k@mItiwImIn
committing,k@mItIN
commode,k@mod
commodious,k@moti@s
commodities,k@mAt@tiz
commodity,k@mAt@ti
commodore,kAm@dOr
common,kAm@n
commoner,kAm@n#
commoners,kAm@n#z
commonest,kAm@nIst
commonly,kAm@nli
commonness,kAm@nn@s
commonplace,kAm@nples
commonplaces,kAm@nples@z
commons,kAm@nz
commonwealth,kAm@nwElT
commonwealths,kAm@nwElTs
commotion,k@moSn
communal,k@mjunL
commune,kAmjun
communes,kAmjunz
communicable,k@mjun@k@bL
communicate,k@mjun@ket
communicated,k@mjun@ket@d
communicating,k@mjun@ketIN
communication,k@mjun@keSn
communicational,k@mjun@keSn@l
communications,k@mjun@keSnz
communicative,k@mjun@ketIv
communicator,k@mjun@ket#
communicators,k@mjun@ket#z
communion,k@mjuni@n
communism,kAmj@nIzm
communist,kAmj@nIst
communistic,kAmj@nIstIk
communists,kAmj@nIsts
communities,k@mjun@tiz
community,k@mjun@ti
communize,kAmj@n!z
commutation,kAmj@teSn
commute,k@mjut
commuted,k@mjut@d
commuter,k@mjut#
commutes,k@mjuts
commuting,k@mjutIN
compact,kAmpakt
compactly,kAmpaktli
compacts,kAmpakts
companies,kVmp@niz
companion,k@mpanj@n
companionable,k@mpanj@n@bL
companions,k@mpanj@nz
companionship,k@mpanj@nSIp
company,kVmp@ni
comparable,kAmp#@bL
comparative,k@mpar@tIv
comparatively,k@mpar@tIvli
compare,k@mpEr
compared,k@mpErd
compares,k@mpErz
comparing,k@mpErIN
comparison,k@mparIsn
comparisons,k@mparIsnz
compartment,k@mpArtm@nt
compartmental,k@mpArtmEntL
compartmentalize,k@mpArtmEntL!z
compartments,k@mpArtm@nts
compass,kVmp@s
compassion,k@mpaSn
compassionate,k@mpaSn@t
compassionately,k@mpaSn@tli
compatibility,k@mpat@bIl@ti
compatible,k@mpat@bL
compatriot,k@mpetri@t
compatriots,k@mpetri@ts
compel,k@mpEl
compelled,k@mpEld
compelling,k@mpElIN
compels,k@mpElz
compendium,k@mpEnti@m
compensate,kAmp@nset
compensated,kAmp@nset@d
compensates,kAmp@nsets
compensating,kAmp@nsetIN
compensation,kAmp@nseSn
compensations,kAmp@nseSnz
compensatory,k@mpEnsetOri
